"Depth [cm]","Median Age [kyrs]","Mean d18O [o/oo]","Q0.025","Q0.16","Q0.84","Q0.975"
432.5,20.106613375,3.62215373135846,3.50147918851383,3.55760155539754,3.68900242669643,3.76504402064153
437.5,20.508005345,3.6348156605828,3.46923343857563,3.55205005467484,3.71798456355505,3.78982830909261
442.5,20.8686871525,3.55224448355384,3.37555959374141,3.44915656371019,3.66613741694434,3.80410537999147
447.5,21.248244385,3.72962087487091,3.47311517009941,3.58255243773814,3.85349325259166,4.02862083799798
452.5,21.65973326,3.88846603809201,3.63440767972505,3.75296009872602,4.04608451126176,4.16952754608489
457.5,22.091978925,3.92714037565126,3.61776441205023,3.73835216630841,4.09794845199491,4.19440754815008
462.5,22.5090288175,3.7912865106691,3.5124345081757,3.6203006665611,4.02998181421994,4.16912868294184
467.5,22.91028247,3.59318959323297,3.33574038772852,3.44185349994492,3.70840551038916,3.96688416671074
472.5,23.25307563625,3.42068657337797,3.23255947003799,3.30813465817017,3.54771348401189,3.68339636408282
477.5,23.50012301075,3.46456617078553,3.27614424474579,3.36388087124132,3.56148470731748,3.63002171885964
482.5,23.7572817875,3.48638951690437,3.32135598712353,3.4025318107908,3.57076609476736,3.63556465139548
487.5,24.014087365,3.47166489345904,3.30196250794187,3.38051991357169,3.5594072922755,3.68453196166008
492.5,24.2629268025,3.47495276056414,3.27811767211098,3.36575868250865,3.57678773375329,3.83816165603131
497.5,24.5272185225,3.51208650637436,3.27217846392125,3.36134190955724,3.70603537068398,3.86873995455557
502.5,24.7876556875,3.55272619385159,3.28344258034043,3.38876349320222,3.74216404032691,3.87984454231916
507.5,25.0451236605,3.55327849125558,3.30612166743099,3.42398479950416,3.72211199815453,3.87162252603634
517.5,25.574891325,3.4845530586499,3.3473046044585,3.40912939705075,3.54555964253607,3.75323976392391
522.5,25.839316125,3.46105685932,3.33932342989659,3.39853537312575,3.51981423152299,3.60545728037502
527.5,26.09910392,3.45590616398269,3.33487573095028,3.39540825799107,3.51758125389611,3.578450058666
532.5,26.3552562075,3.46170051723622,3.33508427810784,3.39847918848119,3.52463073034004,3.5830998827711
537.5,26.60009914,3.44767745206539,3.31029559175936,3.37692280505417,3.51858907481254,3.57976165296544
542.5,26.850584,3.41349490436475,3.28910681354472,3.34598437191431,3.48435651735096,3.55714301150696
547.5,27.0823168275,3.38813986720088,3.28122733025987,3.33354680707498,3.4411109378679,3.50902752580636
