Event,Age [ka BP],CO2 [mmol/mol],CO2 std dev [±],Reference
Talos_Dome,55.01449,216.86,0.61,Bereiter et al. 2012
EDML,55.09097,209.42,1.91,Bereiter et al. 2012
EDML,55.27194,209.69,0.72,Bereiter et al. 2012
Talos_Dome,55.29346,208.19,0.72,Bereiter et al. 2012
Talos_Dome,55.55313,214.78,0.55,Bereiter et al. 2012
EDML,55.68088,209.47,1.13,Bereiter et al. 2012
Talos_Dome,55.90954,210.27,1.23,Bereiter et al. 2012
EDML,55.98148,203.35,1.71,Bereiter et al. 2012
EDML,56.07121,205.05,0.5,Bereiter et al. 2012
Talos_Dome,56.23713,207.67,0.81,Bereiter et al. 2012
Talos_Dome,56.50358,212.44,0.67,Bereiter et al. 2012
EDML,56.54956,205.37,0.51,Bereiter et al. 2012
EDML,56.74231,203.7,2.32,Bereiter et al. 2012
EDML,56.90359,208.19,0.7,Bereiter et al. 2012
Talos_Dome,57.21094,215.7,0.63,Bereiter et al. 2012
EDML,57.32327,210.74,0.78,Bereiter et al. 2012
Talos_Dome,57.47627,217.38,2.49,Bereiter et al. 2012
EDML,57.66213,217.75,1.35,Bereiter et al. 2012
EDML,57.74865,214.24,0.81,Bereiter et al. 2012
Talos_Dome,57.84372,223.72,0.5,Bereiter et al. 2012
EDML,58.09583,219.04,0.98,Bereiter et al. 2012
Talos_Dome,58.21701,224.35,0.8,Bereiter et al. 2012
EDML,58.38453,218.41,0.56,Bereiter et al. 2012
Talos_Dome,58.43332,223.15,1.22,Bereiter et al. 2012
EDML,58.45587,225.73,0.96,Bereiter et al. 2012
EDML,58.73785,218.44,0.65,Bereiter et al. 2012
EDML,58.99024,221.59,2.83,Bereiter et al. 2012
EDML,59.10139,226.8,3.67,Bereiter et al. 2012
Talos_Dome,59.10507,231.29,0.5,Bereiter et al. 2012
Talos_Dome,59.38041,226.35,1.37,Bereiter et al. 2012
EDML,59.43325,223.41,0.95,Bereiter et al. 2012
EDML,59.69421,221.84,1.17,Bereiter et al. 2012
Talos_Dome,59.73347,223.45,0.7,Bereiter et al. 2012
EDML,59.77221,223.91,2.65,Bereiter et al. 2012
EDML,60.10988,216.66,0.84,Bereiter et al. 2012
Talos_Dome,60.2459,227.14,0.99,Bereiter et al. 2012
EDML,60.37306,212.87,0.71,Bereiter et al. 2012
Talos_Dome,60.42576,222.32,0.5,Bereiter et al. 2012
EDML,60.51663,217.25,0.6,Bereiter et al. 2012
Talos_Dome,60.77009,220.96,0.77,Bereiter et al. 2012
EDML,60.81762,213.78,1.38,Bereiter et al. 2012
EDML,61.06088,207.95,1.26,Bereiter et al. 2012
Talos_Dome,61.21297,215.79,0.5,Bereiter et al. 2012
EDML,61.23484,210.57,1.01,Bereiter et al. 2012
EDML,61.55411,210.9,0.7,Bereiter et al. 2012
Talos_Dome,61.71063,212.02,0.64,Bereiter et al. 2012
EDML,61.90072,206.38,1.2,Bereiter et al. 2012
Talos_Dome,62.0362,209.82,0.76,Bereiter et al. 2012
EDML,62.55201,202.56,0.95,Bereiter et al. 2012
EDML,62.77457,202.71,2.34,Bereiter et al. 2012
EDML,62.9609,200.15,0.65,Bereiter et al. 2012
Talos_Dome,63.4553,199.46,1.09,Bereiter et al. 2012
EDML,63.55579,197.4,1.22,Bereiter et al. 2012
EDML,63.89688,197.24,0.78,Bereiter et al. 2012
Talos_Dome,64.06585,197.67,0.51,Bereiter et al. 2012
EDML,64.11378,199.73,1.31,Bereiter et al. 2012
Talos_Dome,64.57259,203.55,1.57,Bereiter et al. 2012
EDML,64.65729,203.7,0.51,Bereiter et al. 2012
EDML,64.86742,201.67,1.19,Bereiter et al. 2012
EDML,65.04672,199.17,0.66,Bereiter et al. 2012
Talos_Dome,65.15984,205.74,1.39,Bereiter et al. 2012
EDML,65.54645,208.98,3.34,Bereiter et al. 2012
EDML,65.76451,198.17,0.74,Bereiter et al. 2012
Talos_Dome,65.9282,205.35,2.36,Bereiter et al. 2012
EDML,65.93723,200.59,1.46,Bereiter et al. 2012
Talos_Dome,66.42236,199.11,0.9,Bereiter et al. 2012
EDML,66.43931,204.39,2.87,Bereiter et al. 2012
EDML,66.95971,207.21,1.69,Bereiter et al. 2012
Talos_Dome,67.06532,196.79,0.56,Bereiter et al. 2012
EDML,67.31459,201.14,2,Bereiter et al. 2012
EDML,67.72968,203.76,1.06,Bereiter et al. 2012
Talos_Dome,67.96488,202.48,0.69,Bereiter et al. 2012
EDML,68.14619,200.17,1.62,Bereiter et al. 2012
EDML,68.61999,203.43,0.57,Bereiter et al. 2012
Talos_Dome,68.95211,208.16,1.29,Bereiter et al. 2012
EDML,69.08153,205.42,0.89,Bereiter et al. 2012
EDML,69.59202,211.26,1.13,Bereiter et al. 2012
Talos_Dome,69.6724,207.65,1.1,Bereiter et al. 2012
EDML,70.05216,215.55,1.78,Bereiter et al. 2012
EDML,70.42726,220.33,0.55,Bereiter et al. 2012
EDML,70.92887,225.17,1.38,Bereiter et al. 2012
EDML,71.27917,235.02,1.24,Bereiter et al. 2012
EDML,71.69365,237.56,0.75,Bereiter et al. 2012
EDML,72.09281,239.46,0.88,Bereiter et al. 2012
EDML,72.49015,232.79,0.94,Bereiter et al. 2012
EDML,72.86604,232.33,0.97,Bereiter et al. 2012
EDML,73.21932,230.89,2.09,Bereiter et al. 2012
EDML,73.75096,232.74,0.94,Bereiter et al. 2012
EDML,74.22148,231.33,0.7,Bereiter et al. 2012
EDML,74.52565,241.24,0.98,Bereiter et al. 2012
EDML,75.06795,243.27,1.62,Bereiter et al. 2012
EDML,75.54513,249.52,0.74,Bereiter et al. 2012
EDML,75.85065,249.94,0.63,Bereiter et al. 2012
EDML,76.24747,239.34,1.12,Bereiter et al. 2012
EDML,76.69674,238.01,1.98,Bereiter et al. 2012
EDML,77.05648,231.68,1.54,Bereiter et al. 2012
EDML,77.61592,224.92,1.3,Bereiter et al. 2012
EDML,78.08075,226.65,0.84,Bereiter et al. 2012
EDML,78.50795,224.14,0.65,Bereiter et al. 2012
EDML,78.96954,227.3,0.56,Bereiter et al. 2012
EDML,79.41036,229.26,1.34,Bereiter et al. 2012
EDML,79.87776,234.74,0.72,Bereiter et al. 2012
EDML,80.33036,230.6,0.62,Bereiter et al. 2012
EDML,80.72179,233.92,1.46,Bereiter et al. 2012
EDML,81.20694,230.33,0.8,Bereiter et al. 2012
EDML,81.71143,234.13,1.17,Bereiter et al. 2012
EDML,82.06879,238.89,0.94,Bereiter et al. 2012
EDML,82.52672,240.87,1.64,Bereiter et al. 2012
EDML,82.98826,246.32,0.7,Bereiter et al. 2012
EDML,83.55411,247.1,1,Bereiter et al. 2012
EDML,83.9409,250.79,0.8,Bereiter et al. 2012
EDML,84.35744,243.16,0.76,Bereiter et al. 2012
EDML,84.93677,238.42,1.1,Bereiter et al. 2012
EDML,85.36747,234.69,0.6,Bereiter et al. 2012
EDML,85.89069,228.76,1.57,Bereiter et al. 2012
EDML,86.49832,223.38,0.72,Bereiter et al. 2012
EDML,87.02764,221.06,2.32,Bereiter et al. 2012
EDML,87.58118,223.63,0.93,Bereiter et al. 2012
EDML,88.13618,217.8,1.57,Bereiter et al. 2012
EDML,88.70105,223.99,0.5,Bereiter et al. 2012
EDML,89.24472,227.38,1.1,Bereiter et al. 2012
EDML,89.69626,228.88,0.58,Bereiter et al. 2012
EDML,90.31729,229.74,1.29,Bereiter et al. 2012
EDML,90.83402,231.56,0.57,Bereiter et al. 2012
EDML,91.44503,231.12,0.57,Bereiter et al. 2012
EDML,91.94974,233.74,1.11,Bereiter et al. 2012
EDML,92.66782,232.46,2.22,Bereiter et al. 2012
EDML,93.42471,235.16,0.83,Bereiter et al. 2012
EDML,93.82321,238.21,0.77,Bereiter et al. 2012
EDML,94.56855,242.41,0.53,Bereiter et al. 2012
EDML,95.23411,242.91,1.07,Bereiter et al. 2012
EDML,95.92148,246.2,1.54,Bereiter et al. 2012
EDML,96.47488,245.76,0.6,Bereiter et al. 2012
EDML,97.27089,242.35,2.04,Bereiter et al. 2012
EDML,97.92746,239.86,0.5,Bereiter et al. 2012
EDML,98.58372,243.18,0.5,Bereiter et al. 2012
EDML,99.36142,242.99,1.01,Bereiter et al. 2012
EDML,100.07685,245.63,1.07,Bereiter et al. 2012
EDML,100.54318,247.87,1.1,Bereiter et al. 2012
EDML,101.32568,244.76,1.13,Bereiter et al. 2012
EDML,101.97189,240.07,0.94,Bereiter et al. 2012
EDML,102.76478,237.07,1.75,Bereiter et al. 2012
EDML,103.30874,240.68,0.94,Bereiter et al. 2012
EDML,104.27433,247.76,0.83,Bereiter et al. 2012
EDC,104.33123,238.88,1.55,Schneider et al. 2013
EDC,104.96645,242.36,0.5,Schneider et al. 2013
EDML,105.12144,251.62,0.94,Bereiter et al. 2012
EDC,105.50715,248.78,9.96,Schneider et al. 2013
EDML,105.88658,262.74,1.38,Bereiter et al. 2012
EDC,105.98987,257.58,4.2,Schneider et al. 2013
EDC,106.25638,241.4,0.5,Schneider et al. 2013
EDC,106.36825,244.83,3.05,Schneider et al. 2013
EDC,106.97482,240.34,0.5,Schneider et al. 2013
EDML,107.16327,241.64,1.48,Bereiter et al. 2012
EDML,108.06628,239.78,1.29,Bereiter et al. 2012
EDC,108.40191,236.43,0.5,Schneider et al. 2013
EDML,109.00513,245.21,2.08,Bereiter et al. 2012
EDC,109.12942,244.44,1.58,Schneider et al. 2013
EDML,109.7515,251.75,1.91,Bereiter et al. 2012
EDC,109.83997,244.13,0.5,Schneider et al. 2013
EDC,110.55536,246.69,0.5,Schneider et al. 2013
EDML,110.76833,253.99,1.57,Bereiter et al. 2012
EDML,111.62622,263.95,0.69,Bereiter et al. 2012
EDC,111.8768,257.93,2.94,Schneider et al. 2013
EDML,112.45767,268.7,0.58,Bereiter et al. 2012
EDC,112.63606,256.79,0.5,Schneider et al. 2013
EDC,112.94173,263.12,0.5,Schneider et al. 2013
EDC,113.11927,264.75,3.64,Schneider et al. 2013
EDML,113.42926,276.15,0.55,Bereiter et al. 2012
EDC,113.67864,260.58,0.5,Schneider et al. 2013
EDC,114.25,267.9,0.5,Schneider et al. 2013
EDC,114.81539,275.07,0.5,Schneider et al. 2013
EDC,115.44667,276.96,1.63,Schneider et al. 2013
EDC,115.90858,273.16,0.5,Schneider et al. 2013
EDC,116.47558,273.63,0.5,Schneider et al. 2013
EDC,117.18555,274.03,0.5,Schneider et al. 2013
EDC,117.61936,274.98,4.03,Schneider et al. 2013
EDC,119.24252,267.74,0.5,Schneider et al. 2013
EDC,119.7155,274.59,1.3,Schneider et al. 2013
EDC,120.14412,268.73,0.5,Schneider et al. 2013
EDC,120.54291,276.82,0.5,Schneider et al. 2013
EDC,121.42602,279.48,2.26,Schneider et al. 2013
EDC,121.84197,276.61,0.5,Schneider et al. 2013
EDC,122.1,278.25,3.4,Schneider et al. 2013
EDC,122.29236,279,0.5,Schneider et al. 2013
EDC,123.01395,279.16,0.5,Schneider et al. 2013
EDC,123.63091,274.6,6.56,Schneider et al. 2013
EDC,123.95948,275.87,0.5,Schneider et al. 2013
EDC,124.40452,281.54,0.5,Schneider et al. 2013
EDC,124.81745,275.52,0.5,Schneider et al. 2013
EDC,124.85867,277.64,0.5,Lourantou et al. 2010
EDC,125.29263,276.81,2.78,Schneider et al. 2013
EDC,125.326,275.61,0.83,Lourantou et al. 2010
EDC,125.326,278.5,2.25,Lourantou et al. 2010
EDC,125.56133,271.68,1.26,Lourantou et al. 2010
EDC,125.80767,272.59,1.19,Lourantou et al. 2010
EDC,126.0137,275.15,0.5,Schneider et al. 2013
EDC,126.30633,273.47,2.37,Lourantou et al. 2010
EDC,126.69991,273.02,0.5,Schneider et al. 2013
EDC,126.739,267.19,2.59,Lourantou et al. 2010
EDC,126.96203,274.93,0.5,Schneider et al. 2013
EDC,127.078,271.56,1.23,Lourantou et al. 2010
EDC,127.31383,275.78,0.5,Schneider et al. 2013
EDC,127.50333,274.81,1.55,Lourantou et al. 2010
EDC,127.50355,276.88,3.83,Schneider et al. 2013
EDC,127.66,277.27,3.61,Lourantou et al. 2010
EDC,127.829,287.48,5.72,Lourantou et al. 2010
EDC,128.02448,276.03,0.5,Schneider et al. 2013
EDC,128.17267,280.72,0.5,Schneider et al. 2013
EDC,128.17267,290.23,0.5,Lourantou et al. 2010
EDC,128.46673,285.76,0.5,Schneider et al. 2013
EDC,128.50733,290.49,1.43,Lourantou et al. 2010
EDC,128.878,271.08,0.5,Schneider et al. 2013
EDC,128.878,269.37,1.34,Lourantou et al. 2010
EDC,129.07804,268.44,1.92,Schneider et al. 2013
EDC,129.25433,264.77,3.28,Lourantou et al. 2010
EDC,129.437,262.02,1.7,Lourantou et al. 2010
EDC,129.65564,260.61,3.45,Schneider et al. 2013
EDC,129.65933,263.41,1.02,Lourantou et al. 2010
EDC,130.033,261.69,3.3,Lourantou et al. 2010
EDC,130.249,256.15,1.83,Lourantou et al. 2010
EDC,130.37303,251.84,0.5,Schneider et al. 2013
EDC,130.678,250.59,2.83,Lourantou et al. 2010
EDC,130.81836,250.84,0.5,Schneider et al. 2013
EDC,131.15233,243.17,1.63,Lourantou et al. 2010
EDC,131.3222,241.13,1.89,Schneider et al. 2013
EDC,131.695,237.9,1.63,Lourantou et al. 2010
EDC,131.97624,232.28,0.5,Schneider et al. 2013
EDC,132.42533,231.29,0.5,Lourantou et al. 2010
EDC,132.70988,228,0.5,Schneider et al. 2013
EDC,132.93196,224.63,0.5,Schneider et al. 2013
EDC,133.07167,225.26,1.07,Lourantou et al. 2010
EDC,133.358,221.53,1.46,Lourantou et al. 2010
EDC,133.77581,222.74,0.5,Schneider et al. 2013
EDC,134.07433,210.48,2.41,Lourantou et al. 2010
EDC,134.52228,212.43,0.5,Schneider et al. 2013
EDC,134.97067,205.67,0.77,Lourantou et al. 2010
EDC,135.387,204.27,1.82,Lourantou et al. 2010
EDC,135.904,199.03,0.83,Lourantou et al. 2010
EDC,135.904,199.63,2.36,Lourantou et al. 2010
EDC,137.069,193.45,1.14,Lourantou et al. 2010
EDC,137.76342,199.18,0.5,Schneider et al. 2013
EDC,138.11933,196.78,1.99,Lourantou et al. 2010
EDC,138.8343,198.55,1.08,Schneider et al. 2013
EDC,139.274,191.09,2.09,Lourantou et al. 2010
EDC,139.94997,192.75,0.5,Schneider et al. 2013
EDC,140.52733,186.38,1.66,Lourantou et al. 2010
EDC,141.093,184.07,4.12,Lourantou et al. 2010
EDC,142.36056,196.51,0.95,Schneider et al. 2013
EDC,142.449,193.07,1.83,Lourantou et al. 2010
EDC,143.6513,194.59,0.5,Schneider et al. 2013
EDC,144.79959,196.02,0.5,Schneider et al. 2013
EDC,146.10824,193.59,0.64,Schneider et al. 2013
EDC,148.23347,195.81,4.05,Schneider et al. 2013
EDC,149.46615,201.78,0.5,Schneider et al. 2013
EDC,150.59488,202.51,0.5,Schneider et al. 2013
EDC,151.44485,202.35,1.86,Schneider et al. 2013
EDC,152.007,200.6,1.08,Lourantou et al. 2010
EDC,152.57833,202.96,2.17,Lourantou et al. 2010
EDC,153.135,197.17,1.38,Lourantou et al. 2010
EDC,153.77466,198.78,1.73,Schneider et al. 2013
EDC,154.88913,196.3,0.5,Schneider et al. 2013
EDC,156.30682,189.38,0.5,Schneider et al. 2013
