Event,Age [ka BP],CO2 [mmol/mol],CO2 std dev [±],Reference
Mauna_Loa,-0.009625,314.8,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.009542,316.54,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.009458,318.15,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.009375,318.29,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.009292,317.72,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.009208,316.71,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.009125,316.38,0.3,Dlugokencky et al. 2016-08-30
Law_Dome,-0.00909,311.98,1.81,Rubino et al. 2013
Mauna_Loa,-0.009042,315.62,0.3,Dlugokencky et al. 2016-08-30
Law_Dome,-0.009,316.3,1.1,Mac Farling-Meure et al. 2006
Mauna_Loa,-0.008958,314.67,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.008875,313.33,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.008792,312.66,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.008708,313.2,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.008625,314.93,0.3,Dlugokencky et al. 2016-08-30
Law_Dome,-0.00856,316.33,0.94,Rubino et al. 2013
Mauna_Loa,-0.008542,315.86,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.008458,317.1,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.008375,317.5,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.008292,317.45,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.008208,315.71,0.3,Dlugokencky et al. 2016-08-30
Law_Dome,-0.0081,316.1,1.72,Rubino et al. 2013
Law_Dome,-0.008,314.4,1.1,Mac Farling-Meure et al. 2006
Law_Dome,-0.00787,314.57,0.5,Rubino et al. 2013
Law_Dome,-0.00726,315.27,1.16,Rubino et al. 2013
Law_Dome,-0.0072,316.33,0.5,Rubino et al. 2013
Law_Dome,-0.0071,314.44,0.79,Rubino et al. 2013
Law_Dome,-0.007,314,1.1,Mac Farling-Meure et al. 2006
Law_Dome,-0.00616,315.34,0.64,Rubino et al. 2013
Law_Dome,-0.0061,316.3,1.1,Mac Farling-Meure et al. 2006
Law_Dome,-0.005,313.8,1.1,Mac Farling-Meure et al. 2006
Law_Dome,-0.005,313.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,-0.0048,314.71,2.21,Rubino et al. 2013
Law_Dome,-0.004,311.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,-0.00379,313.17,0.63,Rubino et al. 2013
Law_Dome,-0.00371,312.8,0.63,Rubino et al. 2013
Law_Dome,-0.00356,312.22,1.42,Rubino et al. 2013
Law_Dome,-0.003,312.1,1.1,Mac Farling-Meure et al. 2006
Law_Dome,-0.00238,312.18,0.5,Rubino et al. 2013
Law_Dome,-0.00025,312,0.64,Rubino et al. 2013
Law_Dome,0,312.6,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.00033,313.66,2.21,Rubino et al. 2013
Law_Dome,0.001,311.2,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.00123,309.69,0.5,Rubino et al. 2013
Law_Dome,0.002,310.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.00229,311.57,2.21,Rubino et al. 2013
Law_Dome,0.003,310,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.003,310.8,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.003,311.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.00334,310.36,0.63,Rubino et al. 2013
Law_Dome,0.00337,312.87,2.21,Rubino et al. 2013
Law_Dome,0.004,311.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.00438,312.56,2.21,Rubino et al. 2013
Law_Dome,0.00444,311.97,2.08,Rubino et al. 2013
Law_Dome,0.00461,311.81,3.12,Rubino et al. 2013
Law_Dome,0.005,309.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.00504,310.44,2.56,Rubino et al. 2013
Law_Dome,0.00524,311.28,0.5,Rubino et al. 2013
Law_Dome,0.00549,310.22,0.63,Rubino et al. 2013
Law_Dome,0.006,311.3,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.006,311.4,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.006,312.1,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.00643,312.36,2.21,Rubino et al. 2013
Law_Dome,0.007,310.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.007,311,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.00779,311.88,2.77,Rubino et al. 2013
Law_Dome,0.0079,312.3,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.00796,312.84,2.56,Rubino et al. 2013
Law_Dome,0.008,310.3,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.008,310.9,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.008,311.6,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.00822,312.39,2.21,Rubino et al. 2013
Law_Dome,0.009,310.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.00916,311.8,2.21,Rubino et al. 2013
Law_Dome,0.00925,307.74,1.16,Rubino et al. 2013
Law_Dome,0.01,311.9,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.01003,309.8,0.64,Rubino et al. 2013
Law_Dome,0.01041,310.95,0.63,Rubino et al. 2013
Law_Dome,0.01078,311.21,0.63,Rubino et al. 2013
Law_Dome,0.011,310.9,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.01103,310.46,2.17,Rubino et al. 2013
Law_Dome,0.01184,308.48,0.64,Rubino et al. 2013
Law_Dome,0.01187,311.94,1.34,Rubino et al. 2013
Law_Dome,0.012,309.6,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.01213,311.52,2.21,Rubino et al. 2013
Law_Dome,0.01223,312.33,0.5,Rubino et al. 2013
Law_Dome,0.013,309,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.01314,307.41,1.16,Rubino et al. 2013
Law_Dome,0.01413,309.34,2.87,Rubino et al. 2013
Law_Dome,0.01429,307.26,1.16,Rubino et al. 2013
Law_Dome,0.01494,306.32,1.16,Rubino et al. 2013
Law_Dome,0.015,307.8,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.01612,309.63,0.63,Rubino et al. 2013
Law_Dome,0.01641,307.08,2.56,Rubino et al. 2013
Law_Dome,0.017,307.2,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.01722,305.94,1.16,Rubino et al. 2013
Law_Dome,0.01746,308.28,2.21,Rubino et al. 2013
Law_Dome,0.01771,308.26,0.63,Rubino et al. 2013
Law_Dome,0.01917,305.74,1.45,Rubino et al. 2013
Law_Dome,0.02061,305.38,0.5,Rubino et al. 2013
Law_Dome,0.021,305.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.021,307.8,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.02126,305.78,0.64,Rubino et al. 2013
Law_Dome,0.02146,305.71,0.94,Rubino et al. 2013
Law_Dome,0.02184,305.67,0.64,Rubino et al. 2013
Law_Dome,0.0222,308.02,3.18,Rubino et al. 2013
Law_Dome,0.02469,304.97,0.63,Rubino et al. 2013
Law_Dome,0.02525,304.72,1.72,Rubino et al. 2013
Law_Dome,0.026,305.2,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.027,303.2,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.02716,306.2,3.82,Rubino et al. 2013
Law_Dome,0.02749,303.18,0.94,Rubino et al. 2013
Law_Dome,0.03029,301.88,1.16,Rubino et al. 2013
Law_Dome,0.031,303.3,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.031,303.6,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.03133,304.61,2.21,Rubino et al. 2013
Law_Dome,0.03213,303.85,0.67,Rubino et al. 2013
Law_Dome,0.03421,301.92,0.63,Rubino et al. 2013
Law_Dome,0.03561,300.7,2.45,Rubino et al. 2013
Law_Dome,0.036,300,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.036,300.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.03748,301.3,0.63,Rubino et al. 2013
Law_Dome,0.038,298.4,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.03871,299.26,1.72,Rubino et al. 2013
Law_Dome,0.0389,297.73,1.72,Rubino et al. 2013
Law_Dome,0.03928,298.11,2.56,Rubino et al. 2013
Law_Dome,0.04024,297.87,1.16,Rubino et al. 2013
Law_Dome,0.041,300.4,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.04148,301.5,2.21,Rubino et al. 2013
Law_Dome,0.04423,299.63,0.64,Rubino et al. 2013
Law_Dome,0.04446,297.33,0.63,Rubino et al. 2013
Law_Dome,0.04465,299.02,0.63,Rubino et al. 2013
Law_Dome,0.046,295.1,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.04609,295.99,0.94,Rubino et al. 2013
Law_Dome,0.048,295,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.048,295.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.0483,295.61,1.33,Rubino et al. 2013
Law_Dome,0.04982,294.22,1.16,Rubino et al. 2013
Law_Dome,0.051,296,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.051,296.2,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.05106,297.05,2.21,Rubino et al. 2013
Law_Dome,0.05134,295.28,0.63,Rubino et al. 2013
Law_Dome,0.054,298.2,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.056,293.8,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.05624,293.81,0.94,Rubino et al. 2013
Law_Dome,0.05634,293.17,1.72,Rubino et al. 2013
Law_Dome,0.05694,295.32,0.64,Rubino et al. 2013
Law_Dome,0.05712,294.86,1.72,Rubino et al. 2013
Law_Dome,0.05761,295.17,0.63,Rubino et al. 2013
Law_Dome,0.06013,290.92,1.16,Rubino et al. 2013
Law_Dome,0.06099,292.34,0.68,Rubino et al. 2013
Law_Dome,0.061,291.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.061,292.2,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.06261,294.34,0.63,Rubino et al. 2013
Law_Dome,0.064,290.6,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.0644,288.12,2.01,Rubino et al. 2013
Law_Dome,0.06582,289.23,0.62,Rubino et al. 2013
Law_Dome,0.066,289,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.066,289.8,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.06621,289.76,0.94,Rubino et al. 2013
Law_Dome,0.06708,292.46,0.95,Rubino et al. 2013
Law_Dome,0.07005,287.77,1.16,Rubino et al. 2013
Law_Dome,0.07309,289.33,0.63,Rubino et al. 2013
Law_Dome,0.076,290.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.07626,291.56,2.21,Rubino et al. 2013
Law_Dome,0.077,287.2,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.07717,286.66,1.34,Rubino et al. 2013
Law_Dome,0.07996,286.33,1.16,Rubino et al. 2013
Law_Dome,0.08034,287.99,0.63,Rubino et al. 2013
Law_Dome,0.081,287.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.08159,289.54,1.72,Rubino et al. 2013
Law_Dome,0.08227,287.99,0.5,Rubino et al. 2013
Law_Dome,0.083,285.2,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.08326,285.05,1.68,Rubino et al. 2013
Law_Dome,0.08587,286.65,1.16,Rubino et al. 2013
Law_Dome,0.086,285.4,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.08702,285.35,0.94,Rubino et al. 2013
Law_Dome,0.08817,287.17,0.63,Rubino et al. 2013
Law_Dome,0.091,286.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.09116,286.63,0.5,Rubino et al. 2013
Law_Dome,0.09338,283.16,1.16,Rubino et al. 2013
Law_Dome,0.09528,285.57,0.63,Rubino et al. 2013
Law_Dome,0.096,287,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.09629,288.05,2.21,Rubino et al. 2013
Law_Dome,0.098,288.6,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.09889,285.47,0.63,Rubino et al. 2013
Law_Dome,0.09917,288.79,0.5,Rubino et al. 2013
Law_Dome,0.09974,284,1.16,Rubino et al. 2013
Law_Dome,0.101,287.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.10268,286.84,0.64,Rubino et al. 2013
Law_Dome,0.104,283.3,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.104,285,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.1041,283.62,1.34,Rubino et al. 2013
Law_Dome,0.10535,283.18,1.16,Rubino et al. 2013
Law_Dome,0.10554,283.53,1.16,Rubino et al. 2013
Law_Dome,0.106,286.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.10671,281.58,1.16,Rubino et al. 2013
Law_Dome,0.10917,283.65,0.63,Rubino et al. 2013
Law_Dome,0.112,284.1,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.1133,284.15,0.94,Rubino et al. 2013
Law_Dome,0.115,283.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.11682,283.82,0.94,Rubino et al. 2013
Law_Dome,0.11713,285.09,0.95,Rubino et al. 2013
Law_Dome,0.12308,285.91,0.64,Rubino et al. 2013
Law_Dome,0.124,281.3,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.12526,281.36,0.94,Rubino et al. 2013
Law_Dome,0.136,284.3,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.13634,284.43,0.94,Rubino et al. 2013
Law_Dome,0.15,281.1,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.15066,282.8,0.79,Rubino et al. 2013
Law_Dome,0.15353,280.4,1.72,Rubino et al. 2013
Law_Dome,0.15406,282.3,0.63,Rubino et al. 2013
Law_Dome,0.1559,281.62,0.94,Rubino et al. 2013
Law_Dome,0.156,281.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.169,276.8,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.1697,273.07,0.5,Rubino et al. 2013
Law_Dome,0.17051,280.24,0.63,Rubino et al. 2013
Law_Dome,0.176,277.8,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.17654,277.86,0.94,Rubino et al. 2013
Law_Dome,0.1863,276.4,0.94,Rubino et al. 2013
Law_Dome,0.187,276.3,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.18712,277.16,0.63,Rubino et al. 2013
Law_Dome,0.19787,278,0.63,Rubino et al. 2013
Law_Dome,0.198,276.4,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.19807,276.46,0.94,Rubino et al. 2013
Law_Dome,0.20088,277.6,0.63,Rubino et al. 2013
WDC_adjusted,0.205999,276.97,0.6,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.207,276.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.20874,276.81,0.94,Rubino et al. 2013
WDC_adjusted,0.213046,277.47,1.4,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.216,278.2,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.21613,278.31,0.94,Rubino et al. 2013
WDC_adjusted,0.221738,275.57,1.2,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.22699,277.01,0.94,Rubino et al. 2013
Law_Dome,0.227,276.9,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.22714,278.27,1.27,Rubino et al. 2013
WDC_adjusted,0.23032,278.27,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.232045,279.07,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.239589,275.77,0.6,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.241203,276.47,0.6,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.248709,275.87,1.8,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.25593,277.36,0.63,Rubino et al. 2013
WDC_adjusted,0.257227,276.37,0.6,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.259441,275.77,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.26,276.3,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.26026,276.32,0.94,Rubino et al. 2013
WDC_adjusted,0.263777,275.77,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.26811,276.66,0.63,Rubino et al. 2013
WDC_adjusted,0.274082,275.97,0.7,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.275852,276.47,0.6,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.28385,274.57,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.290164,274.87,0.7,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.293536,277.37,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.3009,278.02,0.63,Rubino et al. 2013
WDC_adjusted,0.302511,277.77,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.31,276.6,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.31019,276.69,0.94,Rubino et al. 2013
WDC_adjusted,0.311008,275.77,0.9,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.31104,276.07,0.6,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.319277,275.67,1,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.319958,278.97,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.321,274.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.3214,273.78,0.5,Rubino et al. 2013
WDC_adjusted,0.323394,278.17,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.328684,277.77,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.335238,275.47,0.6,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.336965,276.77,1.1,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.34,271.8,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.34054,271.11,0.5,Rubino et al. 2013
WDC_adjusted,0.342903,279.07,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.346303,277.07,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.34658,275.07,0.63,Rubino et al. 2013
WDC_adjusted,0.354261,278.37,0.8,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.354301,277.77,0.9,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.35901,279.36,0.95,Rubino et al. 2013
WDC_adjusted,0.360653,276.77,0.7,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.36182,281.11,0.94,Rubino et al. 2013
Law_Dome,0.362,281,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.363387,281.37,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.369525,280.07,1.2,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.376435,280.77,0.9,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.37699,282.57,0.64,Rubino et al. 2013
WDC_adjusted,0.382719,283.27,0.9,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.39,281.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.39014,281.83,0.94,Rubino et al. 2013
WDC_adjusted,0.394379,282.37,0.6,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.40035,283.53,1.27,Rubino et al. 2013
WDC_adjusted,0.405479,282.67,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.41164,280.77,1.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.42032,283.95,0.64,Rubino et al. 2013
WDC_adjusted,0.423159,283.17,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.429384,281.57,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.439658,282.37,0.9,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.444754,282.17,0.8,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.44847,283.12,0.64,Rubino et al. 2013
WDC_adjusted,0.457108,282.17,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.465943,279.07,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.47522,279.57,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.4806,280.31,1.27,Rubino et al. 2013
WDC_adjusted,0.484905,280.17,0.7,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.490343,280.67,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.500473,277.97,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.50084,282.23,0.95,Rubino et al. 2013
WDC_adjusted,0.511037,280.37,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.519,282.5,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.519535,278.77,1.7,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.521,279.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.5212,279.73,0.5,Rubino et al. 2013
WDC_adjusted,0.529188,279.37,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.53635,281.47,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.539,279.6,1.1,Mac Farling-Meure et al. 2006
Law_Dome,0.53914,279.7,0.94,Rubino et al. 2013
WDC_adjusted,0.545037,279.37,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.551611,281.67,1.4,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.55967,280.91,0.63,Rubino et al. 2013
WDC_adjusted,0.566392,282.07,0.6,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.575998,280.37,0.6,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.578984,280.97,0.9,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.588241,282.17,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.6,280.1,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.600733,281.57,1.3,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.60115,278.36,0.5,Rubino et al. 2013
WDC_adjusted,0.607558,280.57,0.7,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.617537,281.77,0.9,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.61988,284.07,0.64,Rubino et al. 2013
WDC_adjusted,0.628856,281.37,0.7,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.637364,281.27,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.64255,281.58,0.94,Rubino et al. 2013
Law_Dome,0.644,281.5,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.645521,282.27,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.65443,280.67,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.659509,281.27,1.3,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.669746,281.57,1.2,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.6718,278.43,0.5,Rubino et al. 2013
Law_Dome,0.674,281.1,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.677164,280.57,1.3,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.685864,281.77,0.8,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.69049,282.2,0.94,Rubino et al. 2013
Law_Dome,0.692,282.1,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.694588,282.97,1.1,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.69873,282.41,0.63,Rubino et al. 2013
WDC_adjusted,0.699135,281.87,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.701999,280.07,0.8,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.708036,278.97,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.708521,281.17,0.8,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.722025,280.47,1.3,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.72519,281.67,0.9,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.734584,283.07,1.9,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.73905,283.69,0.94,Rubino et al. 2013
WDC_adjusted,0.742321,280.97,1.1,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.743,283.6,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.743217,283.77,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.749034,281.07,0.6,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.75019,284.54,0.64,Rubino et al. 2013
WDC_adjusted,0.755917,281.17,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.758308,284.37,1.2,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.759895,281.57,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.770905,283.37,1.1,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.777861,282.57,1.3,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.781722,281.97,0.8,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.78402,283.97,1.41,Rubino et al. 2013
Law_Dome,0.79,283.9,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.791187,283.17,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.795052,281.57,0.8,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.80371,284.51,1.27,Rubino et al. 2013
WDC_adjusted,0.811345,284.27,1.2,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.812447,282.17,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.817528,281.47,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.829146,282.37,0.8,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.83439,282.84,0.94,Rubino et al. 2013
WDC_adjusted,0.835549,282.97,0.6,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.845,282.8,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.845863,282.77,0.8,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.845875,282.17,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.85059,283.09,0.64,Rubino et al. 2013
WDC_adjusted,0.859569,283.37,1.4,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.863716,282.87,0.8,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.872313,282.27,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.8798,282.84,0.94,Rubino et al. 2013
WDC_adjusted,0.880521,282.67,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.880757,282.27,0.6,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.885939,281.37,0.8,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.891139,280.17,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.892,282.8,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.896744,282.57,1.1,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.90082,280.97,0.63,Rubino et al. 2013
