"Depth [cm]","Median Age [kyrs]","BWT [deg C]","Q0.025","Q0.16","Q0.84","Q0.975"
402.5,18.2771442375,4.59495977910188,2.60313797400504,3.52965801594402,5.57231160864162,6.24907661078489
407.5,18.405157835,4.4916633902546,2.76089754576404,3.66340309222758,5.33185065248957,6.0737946103693
412.5,18.5532463175,4.33635197352875,3.1046268291366,3.75198400120936,4.94289330841702,5.71678723870437
417.5,18.8675039325,4.02917335746553,2.6412916766682,3.42371830691461,4.57905907530438,5.12573242636214
422.5,19.2454536825,4.01628158783125,2.4192675549936,3.07807341276524,5.02599773856639,5.99918232805169
427.5,19.6572547275,4.75801279980145,2.57755428675329,3.55417002779348,5.74434209966966,7.45818257393264
432.5,20.0730800575,5.98761438547147,3.43262871169311,4.36737841300502,8.39921082876267,9.96074547163152
437.5,20.5043044875,7.99267872585374,4.05075903934191,5.93589541393438,9.5614368149735,10.3033481466051
447.5,21.233238705,5.87088887893018,3.88633726193121,5.0666855878887,6.90165102206751,8.18931215913988
452.5,21.64504239675,4.72504766549567,2.32700006057947,3.19367053321214,5.7742228286096,6.4736745647382
457.5,22.0635253625,3.70633375818193,2.18453113223195,2.71762146760843,5.14804250677792,5.93796341943268
462.5,22.479610605,3.25453376843324,2.29687917235949,2.74990823626883,3.66346353831618,5.11313980931419
472.5,23.254085855,3.38861299604016,2.37776864504623,2.83808737661061,3.94850846764356,4.76717403356877
477.5,23.51143875,4.09385107673338,2.74778676852042,3.35451224349773,4.82611391239456,5.51898838387848
482.5,23.76866502,4.68221731569106,3.35274593324563,4.01514967958189,5.36708853635962,5.88625575036232
487.5,24.02176054,5.01060998701923,3.8240037924159,4.4385401406834,5.57344740740541,6.02289965933164
492.5,24.2826237425,5.0683991614023,3.95320829971213,4.51892958568513,5.59537839710915,6.02667822078228
497.5,24.540160425,4.88619666234648,3.70681897417249,4.25601341559881,5.49390133953324,5.94779982227061
522.5,25.836106275,3.92793964415697,2.47921422402771,3.03198035644475,4.95545640777501,5.76336134377065
527.5,26.09055198,4.244798129629,2.54783203384136,3.24118338549974,5.13737874861803,5.81135975738091
532.5,26.35188456,4.41683967828786,2.83028796004238,3.79899063455953,5.06633706280421,5.7348434343847
537.5,26.60327617775,4.29861111632287,3.06115581583941,3.70377141703721,4.8776815329987,5.50176536557388
542.5,26.84879072,4.15576451532892,2.97241917224435,3.54314165242198,4.75885005361526,5.38343909619909
547.5,27.0845552925,4.20869676649371,2.97677575512149,3.56376500373811,4.85979518469569,5.50250632661855
